,index,ï»¿,author,category,total_followers,total_following,number_posts,shortcode,timestamp,Date,time,likes,comments,engagement,average_engagement,caption,text,Tag_1,Tag_2,Tag_3,Tag_4,Tag_5,Tag_6,Tag_7,Tag_8,Tag_9,Tag_10,Tag_11,all_hashtags,neg,neu,pos,compound
238,238,238,bingingwithbabish,Food,1084802,419,958,CSMcHuILzwH,1628170030,8/5/2021,1:27:10 PM,27023,114,2.501562497,3.787035176,"Photo by Binging With Babish on August 05, 2021. May be an image of 1 person, beard, food and indoor.",Sure Andy why not English Muffins Basics is live now link in bio,,,,,,,,,,,,",,,,,,,,,,",0,0.839,0.161,0.3182
239,239,239,bingingwithbabish,Food,1084802,419,958,CSHRxDGLt0_,1627996830,8/3/2021,1:20:30 PM,25887,77,2.393432166,3.787035176,"Photo shared by Binging With Babish on August 03, 2021 tagging @thesimpsons. May be an image of food and indoor.",This will be Homer Simpsons last lagniappelink in bio,,,,,,,,,,,,",,,,,,,,,,",0,1,0,0
240,240,240,junskitchen,Food,161905,51,103,CRluarGpgNa,1626871000,7/21/2021,12:36:40 PM,15090,83,9.371545042,14.08948663,"Photo by Jun Yoshizuki on July 21, 2021. May be an image of food and indoor.",New cooking video on Junskitchenyoutubei4gJa91MyKQ,,,,,,,,,,,,",,,,,,,,,,",0,1,0,0
241,241,241,junskitchen,Food,161905,51,103,CPF7mfIpQOX,1621509203,5/20/2021,11:13:23 AM,20443,101,12.68892252,14.08948663,"Photo by Jun Yoshizuki on May 20, 2021. May be an image of cat, food and indoor.",New video Im sorry for the long wait Ive been working on building a housekitchen and Im almost done with planning I named my channel like this as a dream and its finally happening Its all thanks to you guys and thank you so much httpsyoutubeYvCo9Zp7irYAnd thank you to sakuraco for helping me afford my dream kitchen If youre interested in the matcha taiyaki please sign up for SAKURACO by May 31st httpssakuracorfsn5730841fb6c9d,,,,,,,,,,,,",,,,,,,,,,",0.016,0.724,0.261,0.9538
242,242,242,junskitchen,Food,161905,51,103,CIh-1-WpeSo,1607418042,12/8/2020,9:00:42 AM,27214,182,16.92103394,14.08948663,"Photo by Jun Yoshizuki on December 08, 2020. May be an image of Persian cat.",zZZ,,,,,,,,,,,,",,,,,,,,,,",1,0,0,-0.296
243,243,243,junskitchen,Food,161905,51,103,CGhozQnphad,1603111518,10/19/2020,12:45:18 PM,20679,142,12.8600105,14.08948663,"Photo by Jun Yoshizuki on October 19, 2020. May be an image of cat.",New video Japanese Katsu Curry pork cutlet,,,,,,,,,,,,",,,,,,,,,,",0,1,0,0
244,244,244,junskitchen,Food,161905,51,103,CDs_vc9puIf,1597050193,8/10/2020,9:03:13 AM,16478,121,10.25230845,14.08948663,"Photo by Jun Yoshizuki on August 10, 2020. May be an image of 1 person.",New lens and camera A new video is coming soon,,,,,,,,,,,,",,,,,,,,,,",0,1,0,0
245,245,245,junskitchen,Food,161905,51,103,B_vuZhWpQLU,1588551829,5/4/2020,12:23:49 AM,25961,340,16.2447114,14.08948663,"Photo by Jun Yoshizuki on May 03, 2020.",Thank you guys so much for voting I cant believe I won best in food Its all thanks to you guys  shortyawards shortyawards,shortyawards,,,,,,,,,,,"shortyawards,,,,,,,,,,",0.221,0.591,0.188,-0.242
246,246,246,junskitchen,Food,161905,51,103,B-i7mAYJKdV,1585975056,4/4/2020,4:37:36 AM,25445,142,15.80371205,14.08948663,"Photo by Jun Yoshizuki on April 03, 2020.",zZZ,,,,,,,,,,,,",,,,,,,,,,",1,0,0,-0.296
247,247,247,junskitchen,Food,161905,51,103,B3_SD4hJOpJ,1571893974,10/24/2019,5:12:54 AM,30363,223,18.89132516,14.08948663,"Photo by Jun Yoshizuki on October 23, 2019.",New video is up Making a driftwood cat tree httpsyoutubeqi5KyW3aTNw,,,,,,,,,,,,",,,,,,,,,,",0,1,0,0
248,248,248,junskitchen,Food,161905,51,103,B1SyJolp3Pa,1566105881,8/18/2019,5:24:41 AM,8376,50,5.204286464,14.08948663,"Photo shared by Jun Yoshizuki on August 17, 2019 tagging @sonnietravels.",Our friends Sonnie and Joe gave us this as a gift Thank you for the great gift Gotta make something delicious ,,,,,,,,,,,,",,,,,,,,,,",0,0.422,0.578,0.9595
249,249,249,junskitchen,Food,161905,51,103,B1Nvxgyn9H7,1565936863,8/16/2019,6:27:43 AM,28808,181,17.90494426,14.08948663,"Photo by Jun Yoshizuki on August 15, 2019.",While editing a video Kohaku just came up on the desk and decided to sleep Guess Ill take a short break ,,,,,,,,,,,,",,,,,,,,,,",0.135,0.865,0,-0.4215
250,250,250,junskitchen,Food,161905,51,103,B1GU_icpjNe,1565687941,8/13/2019,9:19:01 AM,31312,168,19.44350082,14.08948663,"Photo by Jun Yoshizuki on August 13, 2019.",Working on my cooking room and this is Nagis favorite spotzZZ,,,,,,,,,,,,",,,,,,,,,,",0,0.769,0.231,0.4588
251,251,251,junskitchen,Food,161905,51,103,Bj-a9GflrRG,1528915409,6/13/2018,6:43:29 PM,21599,238,13.48753899,14.08948663,"Photo by Jun Yoshizuki on June 13, 2018.",Finally see three of them together through a cat camera ,,,,,,,,,,,,",,,,,,,,,,",0,1,0,0
252,252,252,Ninja,Gaming and Technology,13759895,263,1155,CSpaRERL2lp,1629142137,8/16/2021,7:28:57 PM,655108,3437,4.785974021,1.594023186,"Photo by Tyler Blevins on August 16, 2021. May be an image of 1 person, indoor and text that says 'team T'.",Where it started vs How its going,,,,,,,,,,,,",,,,,,,,,,",0,1,0,0
253,253,253,Ninja,Gaming and Technology,13759895,263,1155,CSmxzxpnXP4,1629054055,8/15/2021,7:00:55 PM,65071,358,0.475505082,1.594023186,,1 MILLION players have claimed my RAID Shadow Legends Champion you know how crazy that isÂ You dont wanna miss out My FREE Legendary Champion will only be available until October 15 So download raidrpg using the link in my bio and get my Champion after 7 days You can also use promo code NINJA for a bunch of free stuff to give you an even bigger head start See you all ingameAd RaidxNinja Raidrpg,,,,,,,,,,,,",,,,,,,,,,",0.027,0.74,0.233,0.9588
254,254,254,Ninja,Gaming and Technology,13759895,263,1155,CSkePPmgZ1p,1628976466,8/14/2021,9:27:46 PM,154101,978,1.127036216,1.594023186,,When you dont stream you main game ,,,,,,,,,,,,",,,,,,,,,,",0,1,0,0
255,255,255,Ninja,Gaming and Technology,13759895,263,1155,CShkcM1rbZy,1628879035,8/13/2021,6:23:55 PM,93668,391,0.68357353,1.594023186,"Photo shared by Tyler Blevins on August 13, 2021 tagging @freeguymovie. May be an image of 1 person, standing, indoor and text that says 'FREE GUY FREE GUY UY FREE GUY FREE FREE GUY FREE GUY GUY FREE FREE FREE GUY REE FREE GUY FREE ""FREE GUY IS THE BEST EVER FREE GUY GUY FREE GUY FREE GUY FREE GUY FREEC FREE GUY GUY FREE GUY MOVIE"" DIGITAL SPY GUY FREE FREE GUY FREE GUY FREE GUY FREE GUY GUY FREE GU FREE GUY FREE GUY EGUY FREE GUY FREE FREE GUY FREE GUY GUY FREE s'.",Grab your  FreeGuyMovie is out freeguy  Watched it with my family last night  it was so sick,freeguy,,,,,,,,,,,"freeguy,,,,,,,,,,",0.21,0.79,0,-0.6418
256,256,256,Ninja,Gaming and Technology,13759895,263,1155,CSfTwlYADbh,1628803181,8/12/2021,9:19:41 PM,327059,838,2.382990568,1.594023186,"Photo shared by Tyler Blevins on August 12, 2021 tagging @jessicablevins. May be an image of 1 person, standing and indoor.",Happy 4year anniversary to the love of my life jessicablevins  ryanhadji,,,,,,,,,,,,",,,,,,,,,,",0,0.533,0.467,0.836
257,257,257,Ninja,Gaming and Technology,13759895,263,1155,CSfC5smLHMN,1628794342,8/12/2021,6:52:22 PM,66032,1931,0.49392092,1.594023186,"Photo shared by Tyler Blevins on August 12, 2021 tagging @adidasrunning. May be an image of 1 person and footwear.",My progress is your progress I wouldnt be where I am without you guys So to say thanks I asked Adidasrunning to hook one of you up with some fresh kicks Well make it easy follow me and comment your shoe size Adidas will pick a winner and send you a pair of 4DFWDS ADIDAS4DFWD CREATEDWITHADIDAS,,,,,,,,,,,,",,,,,,,,,,",0,0.689,0.311,0.9575
258,258,258,Ninja,Gaming and Technology,13759895,263,1155,CSepEdtgbxl,1628780877,8/12/2021,3:07:57 PM,297292,1252,2.169667719,1.594023186,,this trend is freaking hilarious just had to hop on it  ninja,ninja,,,,,,,,,,,"ninja,,,,,,,,,,",0.181,0.645,0.174,-0.0258
259,259,259,Ninja,Gaming and Technology,13759895,263,1155,CScfhwEFkUC,1628708687,8/11/2021,7:04:47 PM,92087,362,0.671872859,1.594023186,"Photo shared by Tyler Blevins on August 11, 2021 tagging @adidasrunning. May be an image of 1 person and indoor.",Traded in my PC for a treadmill shoutout Adidasrunning its time to take it forward  ADIDAS4DFWD CREATEDWITHADIDAS,ADIDAS4DFWD ,CREATEDWITHADIDAS,,,,,,,,,,"ADIDAS4DFWD ,CREATEDWITHADIDAS,,,,,,,,,",0,1,0,0
260,260,260,Ninja,Gaming and Technology,13759895,263,1155,CSZ1IQqnaD8,1628619409,8/10/2021,6:16:49 PM,189409,556,1.380570128,1.594023186,,Congrats timthetatman on your new fortnite legendary skin So incredibly proud of you ,,,,,,,,,,,,",,,,,,,,,,",0,0.609,0.391,0.7947
261,261,261,Ninja,Gaming and Technology,13759895,263,1155,CSXI_8QFZXl,1628529104,8/9/2021,5:11:44 PM,147765,804,1.079724809,1.594023186,,When Adidas said run I just said how far you need me to go ADIDAS4DFWD CREATEDWITHADIDAS,ADIDAS4DFWD ,CREATEDWITHADIDAS,,,,,,,,,,"ADIDAS4DFWD ,CREATEDWITHADIDAS,,,,,,,,,",0,1,0,0
262,262,262,Ninja,Gaming and Technology,13759895,263,1155,CSKMOpDAmID,1628094590,8/4/2021,4:29:50 PM,442574,1160,3.224835655,1.594023186,"Photo shared by Tyler Blevins on August 04, 2021 tagging @jessicablevins. May be an image of 3 people, people standing and indoor.",Had a blast at the freeguymovie red carpet with my beautiful wife jessicablevins The Halo Warthog was pretty dope freeguy,freeguy,,,,,,,,,,,"freeguy,,,,,,,,,,",0,0.705,0.295,0.7964
263,263,263,Ninja,Gaming and Technology,13759895,263,1155,CRhlu59gwai,1626732229,7/19/2021,10:03:49 PM,89418,380,0.652606724,1.594023186,"Photo shared by Tyler Blevins on July 19, 2021 tagging @gucci, @nadeshot, @100thieves, and @100thievesgaming. May be an image of standing.",Shoutout to 100thieves  for this sick collab with gucci,,,,,,,,,,,,",,,,,,,,,,",0.326,0.674,0,-0.596
264,264,264,markiplier,Gaming and Technology,9086425,75,1071,CQqx96fD8ev,1624893163,6/28/2021,3:12:43 PM,881691,40060,10.14426466,5.85832712,,BIRTHDAY BIRTHDAY it is MY BIRTHDAY Amy made me a key lime cheesecake and I ate it for breakfast because SHUT UP IT IS MY BIRTHDAY,,,,,,,,,,,,",,,,,,,,,,",0,1,0,0
265,265,265,markiplier,Gaming and Technology,9086425,75,1071,CQPESvSpKAe,1623963234,6/17/2021,8:53:54 PM,560442,2031,6.190256344,5.85832712,"Photo shared by Markiplier on June 17, 2021 tagging @liotipton. May be an image of one or more people.",Stuck next to this nerd on the way home liotipton its gonna be a long flightOh also were done filming The Edge of Sleep,,,,,,,,,,,,",,,,,,,,,,",0.176,0.824,0,-0.5423
266,266,266,markiplier,Gaming and Technology,9086425,75,1071,CQCF_SqgXiw,1623527915,6/12/2021,7:58:35 PM,390690,844,4.308999414,5.85832712,"Photo shared by Markiplier on June 12, 2021 tagging @officialfranzd. May be an image of 2 people and indoor.",The Matteo to my Dave Star of The Edge of Matteo officialfranzd  Was an absolute pleasure to work with you and learn from you Here we are nearly collapsing from exhaustion after wrapping the show at around 4am Please show Franz all the love in the world for bringing Matteo to life,,,,,,,,,,,,",,,,,,,,,,",0.076,0.759,0.165,0.7579
267,267,267,markiplier,Gaming and Technology,9086425,75,1071,CP3-Q2bg0Id,1623188504,6/8/2021,9:41:44 PM,462526,3265,5.126229513,5.85832712,,Epic tandem bike ride with liotipton,,,,,,,,,,,,",,,,,,,,,,",0,1,0,0
268,268,268,markiplier,Gaming and Technology,9086425,75,1071,CP3tA-BgpFa,1623179278,6/8/2021,7:07:58 PM,699458,5857,7.762293751,5.85832712,"Photo by Markiplier on June 08, 2021. May be an image of 1 person, mountain, nature and tree.",Nice view ,,,,,,,,,,,,",,,,,,,,,,",0,0.263,0.737,0.4215
269,269,269,markiplier,Gaming and Technology,9086425,75,1071,CPrAuixJ8Ua,1622753405,6/3/2021,8:50:05 PM,506333,2074,5.595236851,5.85832712,"Photo by Markiplier on June 03, 2021. May be an image of 1 person, standing and indoor.",Absolutely CLOBBERED myself today while was trying to take a pic for cloakbrand s Full Color line 10 of proceeds to the Trevor Project Hopefully my pain properly illustrates the line of clothing Check out the collection at cloakbrandcom link also in bio maybe unless I forgot to put it there then just use google you heathens,,,,,,,,,,,,",,,,,,,,,,",0.057,0.897,0.047,-0.1531
270,270,270,markiplier,Gaming and Technology,9086425,75,1071,CPlQ74Rg9iS,1622560648,6/1/2021,3:17:28 PM,309170,1178,3.415512702,5.85832712,,Time to wake up and listen to DistractibleMade by smiledog15578,,,,,,,,,,,,",,,,,,,,,,",0,1,0,0
271,271,271,markiplier,Gaming and Technology,9086425,75,1071,CO-uZ-JJEWQ,1621267404,5/17/2021,4:03:24 PM,472864,2057,5.226709074,5.85832712,"Photo by Markiplier on May 17, 2021. May be an image of 2 people and text.",DISTRACTIBLE IS HERE Listen to our first episode right now on Apple Podcasts and Spotify,,,,,,,,,,,,",,,,,,,,,,",0.188,0.812,0,-0.4995
272,272,272,markiplier,Gaming and Technology,9086425,75,1071,CO1OW4CgCjA,1620948612,5/13/2021,11:30:12 PM,575503,3443,6.371548766,5.85832712,"Photo by Markiplier on May 13, 2021. May be an image of 1 person and indoor.",no this isnt yancy,,,,,,,,,,,,",,,,,,,,,,",0.423,0.577,0,-0.296
273,273,273,markiplier,Gaming and Technology,9086425,75,1071,CM5AGVipIss,1616780386,3/26/2021,5:39:46 PM,765879,15448,8.598838377,5.85832712,"Photo by Markiplier on March 26, 2021. May be an image of one or more people, dog and outdoors.",Happy Birthday Chica ,,,,,,,,,,,,",,,,,,,,,,",0,0.351,0.649,0.5719
274,274,274,markiplier,Gaming and Technology,9086425,75,1071,CLKQrNPANLC,1613065345,2/11/2021,5:42:25 PM,338151,2708,3.751299328,5.85832712,,The best kind of love story is a self love story You can trust me on that I learned this hard lesson after being metaphorically stabbed in the back about 37 times by people I THOUGHT I could trust hahaha but thats all in the past And Im a better person for it Way better person really Better than them anyway In fact I realized that the only person who could truly appreciate the incredible person that is me is meLearn to love yourself with Self Love Story available at cloakbrandcom,,,,,,,,,,,,",,,,,,,,,,",0.027,0.59,0.383,0.9924
275,275,275,markiplier,Gaming and Technology,9086425,75,1071,CJbfOb4gHNY,1609347661,12/30/2020,5:01:01 PM,342802,3276,3.808736659,5.85832712,, ,,,,,,,,,,,,",,,,,,,,,,",0,0,0,0
276,276,276,SSSniperWolf,Gaming and Technology,5253242,472,1565,CSSaQw_Bqt7,1628370382,8/7/2021,9:06:22 PM,422749,2213,8.089518815,8.739152572,"Photo by Lia on August 07, 2021. May be an image of 1 person, standing and indoor.",Phto dump,,,,,,,,,,,,",,,,,,,,,,",0.722,0.278,0,-0.3818
277,277,277,SSSniperWolf,Gaming and Technology,5253242,472,1565,CSAXvxDh7OO,1627765084,7/31/2021,8:58:04 PM,470491,8170,9.111725673,8.739152572,"Photo shared by Lia on July 31, 2021 tagging @balenciaga, and @goat. May be an image of 1 person, footwear and indoor.",CLOSED winners have been dmdIm giving away 500Â GOATÂ credit each to 2 winners so that you can get your favorite sneakersTo enter you MUST follow these steps1 FollowÂ GOAT  sssniperwolf2 Download the GOAT app link in bio3 Tag 2 friends in the comments belowWinners will be selected randomly and contacted by DM on Tuesday 83 Good luck,,,,,,,,,,,,",,,,,,,,,,",0,0.674,0.326,0.969
278,278,278,SSSniperWolf,Gaming and Technology,5253242,472,1565,CRZVRHOH7Ei,1626455161,7/16/2021,5:06:01 PM,494378,3600,9.479441457,8.739152572,"Photo by Lia on July 16, 2021. May be an image of 1 person, standing and outdoors.",NEW MERCH DROPU can get it now on ogwolfpackcom link in bio Design by crymsie,,,,,,,,,,,,",,,,,,,,,,",0,1,0,0
279,279,279,SSSniperWolf,Gaming and Technology,5253242,472,1565,CQEngHzDnRj,1623612595,6/13/2021,7:29:55 PM,391577,3280,7.516444131,8.739152572,"Photo by Lia on June 13, 2021. May be an image of 1 person, standing and footwear.",Afternoon tea Â ,,,,,,,,,,,,",,,,,,,,,,",0,1,0,0
280,280,280,SSSniperWolf,Gaming and Technology,5253242,472,1565,CP1J8gkD9ld,1623093782,6/7/2021,7:23:02 PM,416271,3306,7.987010688,8.739152572,"Photo shared by Lia on June 07, 2021 tagging @anastasiabeverlyhills, and @norvinacosmetics. May be an image of 1 person, standing and indoor.",Obsessed with this look we created for the NorvinaVol5 palette ad You can get it today from anastasiabeverlyhills,NorvinaVol5,ad,,,,,,,,,,"NorvinaVol5,ad,,,,,,,,,",0.086,0.812,0.102,0.0772
281,281,281,SSSniperWolf,Gaming and Technology,5253242,472,1565,CPtdpQbjgSi,1622835675,6/4/2021,7:41:15 PM,394558,2621,7.560645407,8.739152572,"Photo by Lia on June 04, 2021. May be an image of 1 person and standing.",It was 3am and I wanted to do a Mahito inspired look ok jjk cosplay jujutsukaisen mahito,,,,,,,,,,,,",,,,,,,,,,",0,0.707,0.293,0.6597
282,282,282,SSSniperWolf,Gaming and Technology,5253242,472,1565,CPbSmn-jgPU,1622225906,5/28/2021,6:18:26 PM,420024,3332,8.058947218,8.739152572,"Photo shared by Lia on May 28, 2021 tagging @umbrawigs. May be an image of 1 person and standing.",Very happy with how this turned out here is my Nelliel cosplay from Bleach  Wig umbrawigs Mask vamplettes bleach bleachcosplay cosplay nelliel,,,,,,,,,,,,",,,,,,,,,,",0,0.84,0.16,0.6115
283,283,283,SSSniperWolf,Gaming and Technology,5253242,472,1565,CPGxsCJjYlG,1621537560,5/20/2021,7:06:00 PM,517127,3810,9.916485858,8.739152572,"Photo by Lia on May 20, 2021. May be an image of 1 person, standing and outdoors.",I put my phone on the bbq n took this,,,,,,,,,,,,",,,,,,,,,,",0,1,0,0
284,284,284,SSSniperWolf,Gaming and Technology,5253242,472,1565,COT3KsxDr_Y,1619829157,5/1/2021,12:32:37 AM,402762,2595,7.716320703,8.739152572,"Photo by Lia on April 30, 2021. May be an image of 1 person, standing, shorts and outdoors.",Its 100 today ,,,,,,,,,,,,",,,,,,,,,,",0,1,0,0
285,285,285,SSSniperWolf,Gaming and Technology,5253242,472,1565,CNvak76DWIw,1618606208,4/16/2021,8:50:08 PM,607768,6166,11.6867641,8.739152572,"Photo by Lia on April 16, 2021. May be an image of 1 person, body of water and text that says 'iser'.",Hola,,,,,,,,,,,,",,,,,,,,,,",0,1,0,0
286,286,286,SSSniperWolf,Gaming and Technology,5253242,472,1565,CL-WqKTjXC5,1614812503,3/3/2021,11:01:43 PM,430233,3981,8.265638628,8.739152572,"Photo by Lia on March 03, 2021. May be an image of 1 person, standing, car and road.",Lets play,,,,,,,,,,,,",,,,,,,,,,",0,0.294,0.706,0.34
287,287,287,SSSniperWolf,Gaming and Technology,5253242,472,1565,CKzqtyrDst-,1612306436,2/2/2021,10:53:56 PM,494038,4016,9.480888183,8.739152572,"Photo by Lia on February 02, 2021. May be an image of 1 person and standing.",They dont make em like they used to,,,,,,,,,,,,",,,,,,,,,,",0.232,0.768,0,-0.2755
288,288,288,unboxtherapy,Gaming and Technology,2218182,135,3418,CSzYnxYrgT5,1629476819,8/20/2021,4:26:59 PM,46719,224,2.116282613,1.875075324,"Photo by Lewis Hilsenteger on August 20, 2021. May be an image of 1 person, beard, sitting and indoor.",NEW VIDEO  SPACE TYCOONcheck channel ,,,,,,,,,,,,",,,,,,,,,,",0,1,0,0
289,289,289,unboxtherapy,Gaming and Technology,2218182,135,3418,CSmJbYvLu3g,1629032645,8/15/2021,1:04:05 PM,53710,282,2.434065374,1.875075324,"Photo by Lewis Hilsenteger on August 15, 2021. May be a closeup of 1 person and beard.",Latest YouTube video got a little heated ,,,,,,,,,,,,",,,,,,,,,,",0,1,0,0
290,290,290,unboxtherapy,Gaming and Technology,2218182,135,3418,CSeYZ99r4aI,1628772062,8/12/2021,12:41:02 PM,82982,325,3.755643135,1.875075324,"Photo by Lewis Hilsenteger on August 12, 2021. May be an image of phone.",These are cool I dont care what Will says,,,,,,,,,,,,",,,,,,,,,,",0.24,0.549,0.21,-0.0844
291,291,291,unboxtherapy,Gaming and Technology,2218182,135,3418,CR1VnG9lU-K,1627394866,7/27/2021,2:07:46 PM,48874,262,2.215147359,1.875075324,"Photo by Lewis Hilsenteger on July 27, 2021.",First look nothing ear 1Unboxing is on the channel now,,,,,,,,,,,,",,,,,,,,,,",0,1,0,0
292,292,292,unboxtherapy,Gaming and Technology,2218182,135,3418,CRo2VbDFFS8,1626975815,7/22/2021,5:43:35 PM,70463,1456,3.242249734,1.875075324,"Photo by Lewis Hilsenteger on July 22, 2021. May be an image of phone.",You can win one of these ,,,,,,,,,,,,",,,,,,,,,,",0,0.568,0.432,0.5859
293,293,293,unboxtherapy,Gaming and Technology,2218182,135,3418,CRoY9ZBl8mt,1626960413,7/22/2021,1:26:53 PM,52194,868,2.392139148,1.875075324,"Photo by Lewis Hilsenteger on July 22, 2021.",Tune into the livestream on Unbox Therapy in 30 minutes for your chance to win one of these OnePlus Nord 2 Good luck,,,,,,,,,,,,",,,,,,,,,,",0,0.606,0.394,0.8934
294,294,294,unboxtherapy,Gaming and Technology,2218182,135,3418,CRjdi_zFX3N,1626795215,7/20/2021,3:33:35 PM,10476,50,0.474532748,1.875075324,,Ooooooh aorus_official  check the video if you havent yet,,,,,,,,,,,,",,,,,,,,,,",0,1,0,0
295,295,295,unboxtherapy,Gaming and Technology,2218182,135,3418,CRT77d6ljMk,1626274148,7/14/2021,2:49:08 PM,15184,230,0.694893386,1.875075324,,New video just hit the channel OPPO Reno 6 Pro Unboxing and Giveaway go check it out ,,,,,,,,,,,,",,,,,,,,,,",0,1,0,0
296,296,296,unboxtherapy,Gaming and Technology,2218182,135,3418,CRR2nV_lu7z,1626204209,7/13/2021,7:23:29 PM,20960,83,0.948659758,1.875075324,"Photo by Lewis Hilsenteger on July 13, 2021. May be an image of indoor.",The 32 Samsung M7 4K UHD Smart Monitor Check out the video on YouTube if you havent yet SamsungUS ad,ad,,,,,,,,,,,"ad,,,,,,,,,,",0,0.876,0.124,0.4019
297,297,297,unboxtherapy,Gaming and Technology,2218182,135,3418,CQs9e6wlO9N,1624966296,6/29/2021,11:31:36 AM,27263,101,1.23362285,1.875075324,"Photo shared by Lewis Hilsenteger on June 29, 2021 tagging @nothing.",nothing,,,,,,,,,,,,",,,,,,,,,,",0,1,0,0
298,298,298,unboxtherapy,Gaming and Technology,2218182,135,3418,CQlpjbLLPK6,1624720967,6/26/2021,3:22:47 PM,51996,112,2.349130955,1.875075324,"Photo shared by Lewis Hilsenteger on June 26, 2021 tagging @petermckinnon. May be an image of 2 people and car.",New video ft petermckinnon and the Ford F150 Lightning Team put some work in go check the channel ,,,,,,,,,,,,",,,,,,,,,,",0,1,0,0
299,299,299,unboxtherapy,Gaming and Technology,2218182,135,3418,CQbf9gQF7zG,1624380393,6/22/2021,4:46:33 PM,14189,108,0.644536832,1.875075324,"Photo by Lewis Hilsenteger on June 22, 2021. May be an image of 1 person.",NEW VIDEO  this thing can play some GAMEZZZ go check the channel before it evaporates,,,,,,,,,,,,",,,,,,,,,,",0,0.854,0.146,0.34
300,300,300,MKBHD,Gaming and Technology,3053185,423,1675,CSzScUxrpDR,1629473579,8/20/2021,3:32:59 PM,77601,222,2.548912038,5.761041339,"Photo by Marques Brownlee on August 20, 2021. May be an image of 1 person, phone, screen and text.",The review is finally live Lets talk about the most ambitious phone of the year so far,,,,,,,,,,,,",,,,,,,,,,",0,0.825,0.175,0.5256
301,301,301,MKBHD,Gaming and Technology,3053185,423,1675,CSsQVRKrvki,1629237592,8/17/2021,9:59:52 PM,158240,1134,5.219926077,5.761041339,"Photo by Marques Brownlee on August 17, 2021. May be an image of text that says 'Goldman Sachs Ã£ÂÂ® mastercard Goldman Sachs O mastercard mastercard F utne W00'.",2 years of swipes and chip inserts finally ordered a replacement Apple card New resolution Use physical cards as little as possible,,,,,,,,,,,,",,,,,,,,,,",0,1,0,0
302,302,302,MKBHD,Gaming and Technology,3053185,423,1675,CShLTaZL-jn,1628865856,8/13/2021,2:44:16 PM,130474,539,4.291027239,5.761041339,"Photo by Marques Brownlee on August 13, 2021. May be an image of phone and screen.",This is one of those phones that has such high ambitions that its actually worse at some normal phone tasks while on the road to being able to do some things no other phones can do Ill explain more in the video but for now some pixels,,,,,,,,,,,,",,,,,,,,,,",0.112,0.888,0,-0.5499
303,303,303,MKBHD,Gaming and Technology,3053185,423,1675,CSb9lZsLY8Z,1628690891,8/11/2021,2:08:11 PM,196222,586,6.445990007,5.761041339,"Photo by Marques Brownlee on August 11, 2021. May be an image of phone and text that says '10 12 Mon, August 9 94%'.",Z Flip 3 I think is the first folding phone I can honestly start recommending to regular people Also it kinda looks like a Pixel doesnt it  check out the new handson video to see why ,,,,,,,,,,,,",,,,,,,,,,",0,0.847,0.153,0.6395
304,304,304,MKBHD,Gaming and Technology,3053185,423,1675,CSb9iX5LFgx,1628690867,8/11/2021,2:07:47 PM,165224,590,5.430853355,5.761041339,"Photo by Marques Brownlee on August 11, 2021. May be an image of saddle-stitched leather and purse.",Meet the new water resistant SPen supporting selfie camerahiding Z Fold 3 can you spot the invisible selfie camera Video handson is now live on the channel,,,,,,,,,,,,",,,,,,,,,,",0,0.892,0.108,0.4404
305,305,305,MKBHD,Gaming and Technology,3053185,423,1675,CSZSmazL9k-,1628601247,8/10/2021,1:14:07 PM,115548,388,3.797215039,5.761041339,"Photo by Marques Brownlee on August 10, 2021. May be an image of 1 person and indoor.",Only 144 days left to make 2021 great,,,,,,,,,,,,",,,,,,,,,,",0,0.631,0.369,0.6249
306,306,306,MKBHD,Gaming and Technology,3053185,423,1675,CSFaqJ8r-nV,1627934383,8/2/2021,7:59:43 PM,157525,654,5.180786621,5.761041339,"Photo by Marques Brownlee on August 02, 2021. May be an image of car.",PLAIDs wrap is done Its matte black and shadow I dont know why I ever led you guys to believe it mightve gone differently ,,,,,,,,,,,,",,,,,,,,,,",0,1,0,0
307,307,307,MKBHD,Gaming and Technology,3053185,423,1675,CSE_lPKr744,1627920187,8/2/2021,4:03:07 PM,186607,1512,6.161401946,5.761041339,"Photo by Marques Brownlee on August 02, 2021. May be an image of phone.",Yo dawg I heard you wanted official Pixel 6 info So I got that for you And Pixel 6 Pro Check out the new video on the channel I think this new Tensor chip will have a huge affect on the future of the Pixel line,,,,,,,,,,,,",,,,,,,,,,",0,0.944,0.056,0.3182
308,308,308,MKBHD,Gaming and Technology,3053185,423,1675,CR9DIJCrauB,1627653610,7/30/2021,2:00:10 PM,211376,909,6.95290328,5.761041339,"Photo by Marques Brownlee on July 30, 2021. May be an image of car and road.",Electric Hummer in the house  Fun fact the windshield is so wide and short that it needs THREE windshield wipersTerrifying fact It weighs over 9000 pounds and will still do 060 in 3 seconds SHEESH,,,,,,,,,,,,",,,,,,,,,,",0,0.909,0.091,0.5106
